Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
U protest other country like ur own father country.. go back to myammar and protest.. dont give problem to other country.  Bodoh punya kambing .,2/2/21,24,Tracetogether,24,1,-12.70001669,3,1,0,5.939208276,1,0,0
Why demonstrate in other countries? Go back and demonstrate against your own military. Have a taste of what it's like to be a Rohingya.... You know... The people against whom you cheered when the the military was killing them?,2/2/21,38,Tracetogether,39,2,-9.71847071,8,2,3,8.790257254,1,0,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
"“We had a government that we elected. We cannot allow the military to form a government,"" said a doctor and lecturer at the University of Medicine 2 in Yangon.  Staff from dozens of state hospitals and medical institutes have pledged to stop working from tomorrow in protest against yesterday’s coup, in what could prove the first major test for the new military regime.  https://www.facebook.com/1607315782878610/posts/3009652345978273/",3/2/21,63,Tracetogether,63,3,-10.82032723,11,2,1,2.576941698,0,0,0
"We , Myanmar citizens need  the world to know what's happening in Myanmar right now   before our wifis are cut off.   They already cut off TVs broadcasting lines, phone services in order to prevent us reaching  to the world.  Again in 2021! History is about to be repeated like in 1988. We couldn't let it happen again,guys, please help us in spreading what's happening in Myanmar 🙏  Help us. Military has detained our elected democratic government,party leaders and political activists in Myanmar.Now,national television channels and phone services are cut out nationwide. Help us,world leading democracy #helpus  #SaveMyanmar  #Save #Myanmar  #Save #Burma  #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!! #crd",2/2/21,91,Tracetogether,98,3,-11.78424738,25,1,5,1.342167311,0,0,1
This is a big misunderstanding!!! Photos No.1 2 4 are not Myanmar people! Myanmar people didn't protest by this way We 'Myanmar' in foreign countries only protest peacefully. We protested with permission from the Thai police station. Don't spread incorrect news!,2/2/21,37,Tracetogether,42,2,-11.08556534,8,0,1,4.695917837,0,0,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",3/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.   Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
Demo di negara sendiri goblog ..jangan di negara orang laen... Nyusahin ajah lo .. Inget it ajab dari tuhan atas penindasan pembantaian etnis rohingiya,2/2/21,23,Tracetogether,23,1,-22.57005085,3,0,0,3.923894302,0,0,0
"Please Ban Burmese extremism, They are brainless",2/2/21,7,Tracetogether,7,0,-14.0601134,1,0,0,16.65822254,2,0,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
"Today, we do not accept the newly appointed cabinet ministers appointed by the Commander-in-Chief Min Aung Hlaing. The current President of our country is U Win Myint. Declaring a state of emergency and handing over power without the order of President Win Myint is completely illegal. I do not accept the re-appointment of the government at all. I totally disagree. As results of the 2020 general election, we will hold the third session of parliament and accept the appointment of a new government.  ဒီကနေ့ ကာကွယ်ရေးဦးစီးချုပ် မင်းအောင်လှိုင်ကနေ အသစ်ဖွဲ့စည်းခန့်အပ်လိုက်တယ်ဆိုတဲ့ အစိုးရအဖွဲ့ဝင်ဝန်ကြီးတွေကို လုံးဝလက်မခံပါဘူး။ငါတို့တင်မြောက်ထားတဲ့ နိုင်ငံတော်သမ္မတဦးဝင်းမြင့်ကို ရာထူးမှနှုတ်ထွက်စေချင်တယ်ဆိုရင် ပြည်ထောင်စုလွှတ်တော်ထဲကနေပဲ အခြေခံဥပဒေလုပ်ထုံးလုပ်နည်းများအတိုင်းသွားရမှာဖြစ်ပါတယ်။ဖွဲ့စည်းပုံအခြေခံဥပဒေလုပ်ထုံးလုပ်နည်းအတိုင်းဆိုရင် တတိယအကြိမ်လွှတ်တော်ခေါ်ပြီးတော့ အစိုးရအဖွဲ့သစ်ဖွဲ့စည်းပြီးမှပဲ လက်ရှိနိုင်ငံတော်သမ္မတကြီးဦးဝင်းမြင့်ရဲ့ရာထူးသက်တမ်းဟာ ကုန်လွန်မှာဖြစ်ပါတယ်။ ငါတို့မြန်မာနိုင်ငံရဲ့လက်ရှိနိုင်ငံတော်သမ္မတကြီးဟာ ဦးဝင်းမြင့်ပဲဖြစ်ပါတယ်။ သမ္မတကြီးဦးဝင်းမြင့်ရဲ့အမိန့်နဲ့မဟုတ်ဘဲနဲ့ အရေးပေါ်အခြေအနေကြေငြာခြင်း၊အာဏာလွှဲပြောင်းပေးခြင်းများဟာ လုံးဝတရားမဝင်ပါဘူး။ ထပ်မံခန့်အပ်တဲ့အစိုးရအဖွဲ့ဆိုတာကို လုံးဝလက်မခံပါ။လုံးဝသဘောမတူပါ။ ၂၀၂၀အထွေထွေရွေးကောက်ပွဲကရရှိတဲ့ မဲရလဒ်များအတိုင်း တတိယအကြိမ်လွှတ်တော်များကျင်းပပြုလုပ်ပေးပြီး အစိုးရအဖွဲ့သစ်ဖွဲ့စည်းခန့်အပ်တာကိုပဲ လက်ခံပါမယ်။ကာကွယ်ရေးဦးစီးချုပ်မင်းအောင်လှိုင်ရဲ့အမိန့်နဲ့ ခန့်အပ်တဲ့အစိုးရအဖွဲ့ဝင်တွေကို ဆန္ဒမဲပေးပိုင်ခွင့်ရှိတဲ့ နိုင်ငံသားပြည်သူတစ်ဦးအနေနဲ့ လုံးဝ လုံးဝလက်မခံ သဘောမတူပါဘူးလို့ ပြောချင်ပါတယ်။  #Save #Myanmar 🇲🇲  #Save #Burma 🇲🇲  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2/2/21,80,Tracetogether,423,4,-21.57643511,14,2,3,1.266660732,0,0,0
"I voted NLD on the Election day of 8th November 2020. I strongly oppose Military Coup to our mandate civilian government. It is totally unlawful act by giving a lame excuse of voters fraud and it is against the will of Myanmar people. Thus, I humbly urge not to recognize the new government appointed by Commander-in-Chief Min Aung Hlaing.  我在2020年选举中投票支持全国民主联盟。 军事政变的理由是，基本选民名单与我们所投票的选民名单不同，这完全是非法的，我们的公民坚决反对。 因此，我们的公民要求不承认由总司令任命的独裁政府。  私は2020年の選挙でNLDに投票しました。 有権者リストが私たちが投票したものと異なるという理由での軍事クーデターは完全に違法であり、私たち市民はそれに強く反対しています。  したがって、私たちの市民は、最高司令官によって任命された新しい独裁政権とビジネスを行わず、独裁を認めないことを期待します。  ကျွန်ုပ်သည် ၂၀၂၀ ရွေးကောက်ပွဲတွင် NLD ကို မဲပေးခဲ့သည်။ ကျန်ုပ်တို့ တခဲနက်မဲပေးခဲ့သော အစိုးရကို အခြေခံမဲစာရင်းကွာခြားမှုရှိသည်ဟု အကြောင်းပြကာ စစ်တပ်မှ အဓမ္မ အာဏာသိမ်း လိုက်ခြင်းသည် ဥပဒေနှင့်လုံးဝ မကိုက်ညီသလို ကျွန်ပ်တို့နိုင်ငံသားများကလည်း လုံးဝ ကန့်ကွက်ပါသည်။ ထို့ကြောင့် ကာကွယ်ရေးဦးစီးချုပ်မှ ခန့်အပ်သော အဓမ္မ အာဏာရှင် အစိုးရကို အသိအမှတ်မပြုပါရန် ကျွန်ုပ်တို့ နိုင်ငံသားများက တောင်းဆိုအပ်ပါသည်။  #democracy #saveburma #freeassk #PrayForMyanmar  #saynotodictatorship #credit",2/2/21,57,Tracetogether,190,4,-20.81142312,8,1,2,2.435197315,0,0,0
This media sharing fake news and information about Myanmar report to them about fake photos We have evidences about sharing fake news information  This is a big misunderstanding!!! Photos No.1 2 4 are not Myanmar people! Myanmar people didn't protest by this way We 'Myanmar' in foreign countries only protest peacefully. We protested with permission from the Thai police station. Don't spread incorrect news!,2/2/21,60,Tracetogether,65,3,-11.24896114,11,1,2,2.949917391,0,0,1
"These people is not Myanmar! We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2/2/21,23,Tracetogether,23,1,-13.33523347,4,0,0,5.541704021,1,0,0
"Shame on you The Starits Times ! Using the wrong photos which would make everyone misjudge about the situation.  Source of pic ( About two dozen riot police attempted to break up the protest, and clashed with Thai organisers who are part of the kingdom's own protests last year.  A police spokesman said a handful of people were detained for questioning after Thai protesters threw rocks and coloured smoke bombs.)   (Source -https://www.channelnewsasia.com/news/asia/myanmar-migrant-workers-thailand-protest-coup-14089210 ) Myanmar people in foreign countries are protesting peacefully but the people in the country can’t because we can’t let the Military use that as an excuse & claim  that they staged the coup as people are protesting ,making political unrest.",3/2/21,109,Tracetogether,109,4,-11.53448723,20,3,2,1.235289925,0,0,0
Who paid you for these kind of false news?  Shame on you #The_Straits_Times ur attitude show your standard.,3/2/21,17,Tracetogether,17,1,-11.70299998,3,0,3,12.94484066,2,0,0
This is wrong news.Shame on you The Straits Times  ,3/2/21,8,Tracetogether,10,0,-10.75986786,1,0,1,34.97657075,3,0,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",3/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
PLS!!STOP SPREADING WRONG INFORMATION ABOUT MYANMAR ❌‼️🚨🚨,3/2/21,7,Tracetogether,7,0,-18.49612237,0,0,0,8.593727813,1,0,0
Hey it is not true. Shame on You !!!!! Stop spreading the fake news. Shame on You The Straits Times. #FakeNews,6/2/21,19,Tracetogether,19,1,-10.67373072,3,0,1,8.190545601,1,0,0
"I am very sorry if you get annoy for our messages. But we really need help and your support.  In Myanmar, the military has detained our government, our elected leaders. We can't let them take control of our country like this. We clearly and strongly against the military. We do need your help and support.  #Save #Myanmar  #Save #Burma  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader, #Aung #San #Suu #Kyi #government!!!",14/2/21,54,Tracetogether,55,3,-10.67134691,10,4,7,2.522248616,0,0,0
Flase information. We should report this post and page.,3/2/21,9,Tracetogether,9,0,-10.71183232,1,1,0,16.27391506,2,1,0
"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",5/2/21,31,Tracetogether,34,2,-13.49004034,5,0,1,3.919268106,0,0,0
