,Unnamed: 0,Comments,Datetime,num_words
1117,1313,"I hope whoever commenting , or leaders negotiating could have the wisdom of proper moderation between self-interest, economic  interest , corporate interest, political interest and public interest. Public interest should always be priority. And also have the ability to judge between actions with respect to which action is appropriate at a given situation.  Singapore is a much more densely populated then our neighbours.",2020-06-09,60
1118,1314,We _need_ to reduce the number of people travelling daily to work in Singapore!  Let’s largely wean off this dependency!,2020-06-08,20
1119,1315,"Who is bearing the cost of these tests? I sure hope is not from our reserves again.   Shouldn't employers bear the cost of their foreign employees? You enjoy the goodness of lower manpower cost...but the govt bears the cost when facing their issues? I know the govt is trying to save the economy, but all these spendings on the foreign work force shouldn't be from us...but from their respective employers, no?",2020-06-09,71
1120,1316,<<He said Malaysia is prepared to agree to Malaysians undergoing Covid-19 screenings before resuming work in Singapore if that is among the conditions needed.<<  Good co-operation.  It also shows they desperately need work for their people.,2020-06-09,35
1121,1317,"The headline we like to see next: Malaysia, Singapore holding talks to allow Singaporean shoppers to shop again in Johor",2020-06-09,20
1122,1318,Msian didn't target swap down the virus. U still want to let them daily bring in the virus??? The person who arrange it pls wake up. Wait the virus spread under our taxpayer expenses or under the company cost or dig out our sg reserve to burn !!!! Please don't open the border and open our local economy 1st.,2020-06-09,55
1123,1319,Beginning to miss those j-plate mosquitoes on the fast lane of the expressway. ,2020-06-09,12
1124,1320,"It is not sustainable to close boarder forever, on the other hand it is not safe to open it up....a more practical way might be forming an economy bubble with our neighbour countries which has their conditional under control same as us....Hope we can soon work out a safe way to do so and have all of our economy back on track.....",2020-06-09,64
1125,1321,"Settle singapore first. Once stable, then open up border..pls think twice..",2020-06-09,12
1126,1322,"So true. I hope they have public interest at heart, but I fear that other reasons could weigh more.",2020-06-09,19
1127,1323,"Why are we rushing to open up the borders w malaysia when domestically we are still in a semi lockedown? Even if sg maintains a good standard of testing, will malaysia do the same? Who is gonna pay for all the tests? Who is gonna pay for the medical bills if the person has the condition?  By reopening so soon, we are introducing unnecessary problems into the country. For people who are coming in to work, pls quarantine them at gov isolation centres before letting them resume work. I dont think it is wise to allow delay commuting to take place.",2020-06-09,101
1128,1324,All words spoken by them. Play by the rules of our country.  We will take care of your sons but provided we don't loss our safety and jobs security here.,2020-06-08,29
1129,1325,MOM should set minimum wages on job salary so that we dont need so many FT,2020-06-09,16
1130,1326,"we,our own f&b all closed,retail shops as well,not allowed to dine out,visit relatives,but buses n mrt can be crowded,borders with china can be opened,now fw can cross over to sg,so what makes us?? Really we true pink sg are like not 2nd class but 3rd class citizens",2020-06-09,54
1131,1327,"Have patience lah, given the relationship between Malaysia and Singapore, it will only be a matter of time, imho likely after election unless we change Gov then I dunno when but eh be prepared for lesser jobs, lower pay .....",2020-06-08,39
1132,1328,Good news plus bad news more community case going to come back. We should wait till phrase 3. Let our Dom workers get better first than let Malaysian to come in and out.,2020-06-09,32
1133,1329,"waiting for next wave,with this daily hundreds n thousands travelling across here whereby we havent even got through this wave..being too optimistic,result will be dreadful",2020-06-09,28
1134,1330,High time we reduce d foreign workers that hv been taking up PMET jobs in Singapore 🙏,2020-06-09,16
1135,1331,"Actually,  there are no such thing as Singapore or Malaysia  We are actually one country",2020-06-08,15
1136,1332,So the Mesian Minister speaks bad English? Once terms are settled...,2020-06-08,11
1137,1333,Unemployed Singaporeans plenty . Please do not renew work permits and s pass so easily . Look after Singaporeans first ,2020-06-09,18
1138,1334,"How about PR Sg to Malaysia? Long time never visit parent, family..",2020-06-08,12
1139,1335,"Notice its a one-way arrangement for msians to enter and work in sg, but the Minister never said anything about allowing singaporeans to enter msia",2020-06-09,24
1140,1336,You think the Malaysian ministers will be interested? I think they are more interested in fighting for who should be the rightful PM!,2020-06-09,23
1141,1337,"Yes yes please open up . After 3 months . We are willing to come in and take lesser pay ,jus hire us .  Much lesser pay is better then  no pay .",2020-06-08,28
1142,1338,No vaccine yet & virus still around.. New cases are still in daily but WHY now can ease back the commuting..??,2020-06-09,20
1143,1340,Worrying although understand  affected people need this,2020-06-09,7
1144,1341,"Where to find so many housing here?  Foreigner worker staying in dorm need to have new housing, malasian across the border need housing. Do we have so much land?",2020-06-09,29
1145,1342,"we only have 7 new Covid cases today, please don't open the border yet!",2020-06-09,12
1146,1343,Singporeans go in pay for quarantine. So Malaysians come in also ask them pay for quarantine. Fair and square.,2020-06-09,19
1147,1344,Ok with humble FT but not those obnoxious ones... Grr esp some ang mohs.. #fact,2020-06-09,14
1148,1345,Whether some will return after 2 months lockdown and after they heard stories of fellow Malaysians not enough money to spend here! ,2020-06-09,21
1149,1346,want money again. get ppl pay fir yr citizens?!,2020-06-09,9
1150,1347,Singapore should not even talk about opening the causeway till we are at phrase 3.,2020-06-09,14
1151,1348,So many Sporeans are Unemployed let settle our citizens first before you allowed Other Nationalities to come here,2020-06-09,18
1152,1349,"If  fast-lane with China, need to have 14 days quarantine. What make Malaysian so special that they can travel to and fro daily?",2020-06-09,21
1153,1350,Are all our people employed in the first place ?,2020-06-08,9
1154,1351,I want to go Johor eat batkutteh and KSL to do my nails!!!,2020-06-08,13
1155,1352,"I scared u, u scared me, hard to settle terms for the time being lah",2020-06-08,15
1156,1353,One question I want to asked if the Malaysian after work went back home and off duty next day get sick tested positive. This one how Singapore going to traced,2020-06-09,30
1157,1354,are singapore ok without johorean? please wait one more month before open up the border.,2020-06-09,15
1158,1355,We have been told that it will not be the same anymore. Will it be the same for them again?,2020-06-09,20
1159,1356,"Cannot be,  earliest is next year",2020-06-08,6
1160,1357,"when can go JB for makan, shopping and pump cheap petrol in the morning and return in evening.?",2020-06-09,18
1161,1358,Wait! Travel allowed or just working?,2020-06-09,6
1162,1359,How about sg to msia ?,2020-06-08,5
1163,1360,"Likewise, please open up for Singaporeans with employment pass to travel to Malaysia without having to be quarantined. ",2020-06-09,18
1164,1361,When can go in pump fuel ten?,2020-06-08,7
1165,1362,"Stop depend on Foreign Malaysian workers lah...   Increase the salary rate for Singaporeans... Cannot meh?  Why.. Gov cannot let go the Levy money collected?  You give jobs to Singaporean, Singaporean spend in SG becuase family here. Help local SG economy.   You give job to foreign workers including malaysjan foreign workers. They will send money back to Malaysian and spend on Malaysia economy leh...  Why help to build Malaysian economy?   Does this make logic sense?   Why like that????",2020-06-11,77
1166,1363,"Get real folks. We cut ourselves off we ""die"" economically. As it is, the fact that we have to import eggs from Poland says a lot! The world can do without Singapore but not vice versa. ",2020-06-09,36
1167,1365,i need to renew my passport 🙄 ,2020-06-09,6
1168,1366,Please do not open border till phase 3.,2020-06-09,7
1169,1368,"If the community spread increase aftef they are allowed to come over, Singaporean will not forgive you. The current spread was due to them all rushed over without quarantine when they started their mco. All our scarifies will be wasted if you let them comd and spread again.",2020-06-09,48
1170,1369,Please open flights and talk to cambodia,2020-06-08,7
1171,1370,The stupid minister ownself said only Singapore 😷,2020-06-09,7
1172,1371,"I recalled an incident few years back. A Singapore couple brought their Thai friends to JB for outing and they were robbed. The robbers returned passports of the Thai people but they torn their Singapore passports into half and returned half of their passports to them. Singaporeans Continue promote hatred among Singaporeans and Malaysians, Singaporeans will suffer when they are in Malaysia. ",2020-06-09,62
1173,1372,No need....pls appoint your own people lah...,2020-06-09,8
1174,1374,Once open by both side,2020-06-08,5
1175,1375,Yes open up i need go jb eat bak kut teh ,2020-06-09,11
1176,1376,I hope this will not trigger the next wave..,2020-06-09,9
1177,1377,"Let's pray that these workers will be able to reach Singapore safely without being infected.   You may think negatively, or feel that it's too early to open Borders, I respect that.  However, For me, I feel that the Malaysian Workers deserve a safe return to Singapore for those who either miss their colleagues or bosses. 😄",2020-06-09,53
