,Threads,Thread Datetime,Comments,Comment Datetime,num_words
379,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"blasterlord2 wrote: You are debating on wrong points seriously. All logic failed There's no wishing anyone to die, pls get this inside your head. I am saying if one were to stop spf from using data inside tt to investigate a serious crime then he'll be a fool. Wow, ownself post fallacious arguments yet this retarded blasterlord2 wants to tell others that they are wrong. You are already wishing for people to die when you hope that such an act of murder was to happen just to prove your point through emotional appeals. Also, you are not even refuting my points of preventing murder that made your fallacious argument moot. And now you're using the ambiguous definition of ""serious crime"" to smoke your way out. Safety and security begins with oneself. Only retarded fool like blasterlord2 will willingly give up this responsibility of their own lives to others for them to abuse and misuse. If SPF is that great, the Parti-Liew case wouldn't have escalated into such a fiasco and PR disaster for the authorities. And you want to give them more tools to abuse and misuse without ever fixing the underlying bias the authorities have?",2021-10-01 20:53:00,191
380,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"layzibum22 wrote: Wilfully preventing the intent of the program... Already sounds wrong. Even if the law does not apply, they can amend the law to cater for such \x93wrong\x94 doing. what can be more wrong then saying one thing then flip prata on the usage of the token...",2021-11-01 01:06:00,47
381,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,in my view the token is safer than the app,2021-01-18 07:58:00,10
382,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,marktan4422 wrote: in my view the token is safer than the app Safer from virus or safer from government\x92s invading of your privacy?,2021-01-18 08:04:00,23
383,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,euko82 wrote: Safer from virus or safer from government\x92s invading of your privacy? TT is never safe from virus,2021-01-18 08:05:00,19
384,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"marktan4422 wrote: TT is never safe from virus The question here isn't about virus or pandemic control....but rather about TRUST, which sadly has quickly evaporated just like alcohol-based hand sanitiser when Government backtrack on its earlier assurance that TT is only for contact tracing ....Frankly I am shocked with this about turn less than 6 months after GE. 8 Jun 2020 - Balakrishnan said, \u201c(The) TraceTogether app, TraceTogether running on a device, and the data generated (are) purely for contact tracing. Period.\u201d 5 Jan 2021 - Balakrishnan said ""....Frankly, I had not thought of the CPC when I spoke earlier....After I realised that the CPC applied to this, I did have sleepless nights wondering: Should I persuade my colleagues to change the law?""",2021-01-18 11:06:00,116
385,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"just go collect the physical token sua . the way bala constant upturning, you never know what other new features they will introduce to the app in each update.",2021-01-18 11:07:00,28
386,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"in few months time when tokens run out of battery we will see if tokens are replaced or batteries are replaced. if tokens are replaced (surrendered for a new one), how do we know if data are not extracted from the tokens? also, data deletion requires battery, if battery runs out how does the token delete data automatically?",2021-01-18 11:11:00,58
387,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,any good brand of faraday cage to recommend?,2021-01-18 11:41:00,8
388,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"blasterlord2 wrote: You are debating on wrong points seriously. All logic failed There's no wishing anyone to die, pls get this inside your head. I am saying if one were to stop spf from using data inside tt to investigate a serious crime then he'll be a fool. This is a perfect example of a man who believe all of govt words with a pure heart and mind. A man who went from not wearing mask to wearing one, from believing TT token is purely for covid tracking to accepting its extra use for police. Never once doubting the system, just pure blissful trust.",2021-01-18 12:27:00,102
389,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Subprimer wrote: This is a perfect example of a man who believe all of govt words with a pure heart and mind. A man who went from not wearing mask to wearing one, from believing TT token is purely for covid tracking to accepting its extra use for police. Never once doubting the system, just pure blissful trust. because the PAP govt's combat covid strategies are questionable. on one hand they deployed so much manpower and resources to rollout TT but cannot do mass community testings and ban flights from high risk areas.",2021-01-18 12:31:00,92
390,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Don't even need this protip... The new local cases tracetogether got use?,2021-01-18 12:33:00,11
391,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,wwenze wrote: Don't even need this protip... The new local cases tracetogether got use? it provides false sense of security,2021-01-18 12:35:00,19
392,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Which law is he referring to?? Manthink wrote: The question here isn't about virus or pandemic control....but rather about TRUST, which sadly has quickly evaporated just like alcohol-based hand sanitiser when Government backtrack on its earlier assurance that TT is only for contact tracing ....Frankly I am shocked with this about turn less than 6 months after GE. 8 Jun 2020 - Balakrishnan said, \x93(The) TraceTogether app, TraceTogether running on a device, and the data generated (are) purely for contact tracing. Period.\x94 5 Jan 2021 - Balakrishnan said ""....Frankly, I had not thought of the CPC when I spoke earlier....After I realised that the CPC applied to this, I did have sleepless nights wondering: Should I persuade my colleagues to change the law?""",2021-01-18 12:35:00,116
393,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"please dont use faraday cage... if u kenna contact traced, and no data in ur TT, then they might prosecute u for willingfully withholding contact tracing informaiton....",2021-01-18 12:37:00,27
394,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"rbtr8r wrote: please dont use faraday cage... if u kenna contact traced, and no data in ur TT, then they might prosecute u for willingfully withholding contact tracing informaiton.... there is no law to prevent using faraday cage to cover TT",2021-01-18 12:41:00,41
395,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"whatmeworry wrote: Which law is he referring to?? Not going to scare anyone...Just take note of CPC's Act 40 effective from 2 Jan 2021....So best to refer to AGC official site what CPC covers and how it empowers the police. https://sso.agc.gov.sg/Act/CPC2010#pr40- Quote: CPC Act 40 Power to access decryption information .... The police officer or authorised person referred to in subsection (1) shall be entitled to \u2014 (a)\taccess any information, code or technology which has the capability of retransforming or unscrambling encrypted data into readable and comprehensible format or text for the purposes of investigating the arrestable offence;",2021-01-18 16:29:00,92
396,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,marktan4422 wrote: there is no law to prevent using faraday cage to cover TT Much we like to preserve and protect our digital privacy...the reality is we DO NOT have any rights the moment we use any electronic communication device. Such devices is not just our mobile phones or laptops which we spend our $ to own and run....as long as the device can log and transmit our activity is suffice. This includes device as simple as the free-BT-enabled TT. Welcome to Big Brother 2021.,2021-01-18 16:42:00,84
397,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,they will find ways to ensure they can track everyone even after covid,2021-01-18 16:45:00,13
398,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Really 1984 Big brother is watching you And you thought it only happen in ccp and russia or nk,2021-01-18 16:46:00,18
399,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"defnull wrote: they will find ways to ensure they can track everyone even after covid I forseen TT will ""stand down"" according to Vivian but will merged with SG Secure",2021-01-18 20:56:00,30
401,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,gravity_infinity wrote: any pouch that has the rfdi protection should be enough how much for this kind of pouch? how to test working or not?,2021-01-18 20:58:00,24
402,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Manthink wrote: Not going to scare anyone...Just take note of CPC's Act 40 effective from 2 Jan 2021....So best to refer to AGC official site what CPC covers and how it empowers the police. https://sso.agc.gov.sg/Act/CPC2010#pr40- This law doesn't apply if you're using faraday's cage, because you're not preventing the authority from accessing the data. Just that there's no data to access",2021-01-18 21:05:00,53
403,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,moi tossed it at home.,2021-01-18 21:06:00,5
404,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Prata man flip and smelly,2021-01-18 21:08:00,5
405,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"moolala wrote: how much for this kind of pouch? how to test working or not? put your HP in the pouch, then use another phone to call your HP, if never ring means its working",2021-01-18 21:42:00,35
